current_stage,stage_index,state,paf_count,area,open_litigations,resolved_litigations,compensation_pct,rehabilitation_progress_pct,days_in_current_stage,prior_stage_avg_days,stage_overrun_ratio,observed_elapsed_days,delay_label,delay_days,remaining_delay_days,started_day
3C,1,Rajasthan,577,237.7,1,1,42.4,35.6,17,79.3,0.189,96,1,234,287,233
3H,4,Maharashtra,43,19.8,2,0,59.7,67.0,23,87.2,0.383,372,0,185,233,232
3G,3,Andhra Pradesh,77,35.7,1,1,45.6,40.4,274,31.2,3.044,368,1,388,380,231
3A,0,Madhya Pradesh,367,196.2,0,0,64.7,56.7,6,20.2,0.1,26,0,0,34,231
3H,4,Gujarat,66,58.9,1,1,47.5,38.3,67,11.1,1.117,112,0,12,320,230
3D,2,Maharashtra,31,8.3,0,0,48.8,38.9,68,12.0,0.567,92,0,47,225,230
3H,4,Maharashtra,140,9.8,0,1,32.3,25.2,108,27.1,1.8,217,1,288,492,229
3D,2,Andhra Pradesh,63,24.2,0,0,58.4,72.3,194,17.6,1.617,229,0,58,99,228
3E,5,Andhra Pradesh,41,3.0,1,1,32.3,27.6,209,19.6,4.644,307,1,723,881,227
3H,4,Maharashtra,170,74.3,3,1,37.7,26.4,99,54.9,1.65,319,1,834,935,227
3D,2,Andhra Pradesh,530,206.6,2,0,41.5,37.4,50,70.4,0.417,191,1,339,418,227
3G,3,Maharashtra,299,156.7,1,3,74.1,66.7,77,138.6,0.856,493,1,412,279,226
3A,0,Uttar Pradesh,179,74.8,0,0,39.3,30.6,4,18.4,0.067,22,0,9,47,226
3A,0,Madhya Pradesh,136,36.0,1,0,47.0,53.2,5,13.9,0.083,19,0,0,41,226
3D,2,Maharashtra,213,191.3,1,0,47.6,42.8,23,120.2,0.192,263,0,133,140,224
3G,3,Karnataka,85,19.7,0,0,62.2,51.7,25,79.7,0.278,264,1,189,284,224
3D,2,Andhra Pradesh,67,19.2,0,0,95.2,100.0,93,74.2,0.775,241,0,6,34,224
3C,1,Tamil Nadu,109,29.1,0,0,45.6,43.4,13,32.9,0.144,46,0,17,121,224
3A,0,Tamil Nadu,50,14.5,0,0,50.4,32.6,4,11.2,0.067,15,0,0,42,223
3D,2,Tamil Nadu,42,18.7,1,0,64.6,54.8,39,128.9,0.325,297,1,173,146,223
3G,3,Madhya Pradesh,133,17.2,2,1,53.2,55.8,114,60.1,1.267,294,0,150,216,222
3D,2,Karnataka,58,14.1,0,0,87.5,56.5,127,69.3,1.058,266,0,82,86,221
3C,1,Karnataka,329,65.9,2,3,56.6,29.0,37,82.8,0.411,120,1,137,167,220
3D,2,Uttar Pradesh,1074,219.1,1,2,55.4,44.3,95,81.5,0.792,258,1,224,236,220
3D,2,Andhra Pradesh,315,159.9,1,0,48.2,30.6,41,48.7,0.342,138,1,216,348,219
3D,2,Madhya Pradesh,95,8.6,0,3,59.2,49.7,153,20.7,1.275,194,0,94,170,219
3G,3,Rajasthan,70,52.6,2,0,71.4,54.9,120,78.3,1.333,355,0,152,157,219
3D,2,Andhra Pradesh,40,8.6,0,0,61.5,51.1,94,44.3,0.783,183,0,79,167,218
3C,1,Andhra Pradesh,680,164.1,1,2,82.6,72.2,89,110.9,0.989,200,0,72,23,218
3G,3,Gujarat,199,86.3,1,1,79.5,59.3,227,71.3,2.522,441,0,120,39,218
3G,3,Maharashtra,389,222.3,0,1,81.6,57.9,167,32.9,1.856,266,0,0,84,217
3D,2,Maharashtra,169,91.8,1,2,83.6,56.8,134,53.1,1.117,240,0,5,35,217
3D,2,Uttar Pradesh,146,92.8,0,0,47.0,32.3,10,62.5,0.083,135,0,101,235,217
3D,2,Uttar Pradesh,176,107.4,1,1,39.1,57.5,59,90.6,0.492,240,1,292,322,216
3A,0,Tamil Nadu,59,4.7,0,1,58.9,45.1,19,17.6,0.317,37,0,2,25,215
3H,4,Andhra Pradesh,64,29.7,1,0,31.8,31.5,51,29.9,0.85,170,1,390,639,215
3C,1,Maharashtra,129,75.4,2,1,46.4,53.1,107,51.0,1.189,158,1,215,207,214
3G,3,Rajasthan,200,90.0,0,0,91.4,59.8,153,33.6,1.7,254,0,0,86,214
3H,4,Uttar Pradesh,151,14.2,0,0,65.7,63.9,23,71.0,0.383,307,0,60,174,214
3D,2,Maharashtra,503,401.9,6,1,53.2,52.4,117,117.1,0.975,351,1,604,523,214
3C,1,Madhya Pradesh,56,18.3,0,1,95.1,51.6,48,84.1,0.533,132,0,15,33,213
3D,2,Uttar Pradesh,44,27.2,0,0,70.1,56.5,36,109.3,0.3,255,0,114,129,213
3G,3,Madhya Pradesh,40,36.8,2,0,87.0,65.7,142,67.4,1.578,344,0,45,61,212
3G,3,Madhya Pradesh,42,19.5,2,1,45.9,44.7,146,31.2,1.622,240,0,176,296,212
3G,3,Rajasthan,574,210.2,0,0,65.0,41.6,137,22.7,1.522,205,0,12,166,211
3E,5,Andhra Pradesh,562,393.1,0,0,60.9,42.3,85,17.4,1.889,172,0,14,308,211
3A,0,Rajasthan,54,22.2,1,0,54.1,49.6,28,41.8,0.467,70,1,60,50,211
3A,0,Karnataka,369,219.4,1,1,84.4,51.3,9,37.6,0.15,47,0,7,20,211
3H,4,Andhra Pradesh,78,58.8,2,0,76.6,71.9,237,42.0,3.95,405,0,62,77,211
3H,4,Uttar Pradesh,48,42.1,1,0,40.3,45.7,57,25.2,0.95,158,0,181,444,210
3C,1,Karnataka,342,121.3,1,1,56.8,59.4,34,58.0,0.378,92,0,26,84,209
3C,1,Karnataka,154,123.2,1,1,63.3,41.2,46,28.2,0.511,74,0,31,107,209
3C,1,Uttar Pradesh,54,7.6,0,0,65.8,55.6,58,58.4,0.644,116,0,20,54,208
3H,4,Tamil Nadu,274,17.3,1,4,69.5,24.6,198,66.8,3.3,465,1,410,365,208
3A,0,Maharashtra,108,3.0,1,1,36.0,25.5,15,11.4,0.25,26,1,54,88,208
3D,2,Karnataka,60,9.0,1,0,41.0,46.2,57,39.0,0.475,135,1,155,290,208
3A,0,Maharashtra,118,21.7,0,0,64.5,39.0,16,16.6,0.267,33,0,5,33,207
3D,2,Maharashtra,104,41.3,1,1,65.6,42.3,100,108.0,0.833,316,1,515,469,207
3E,5,Tamil Nadu,230,191.5,1,1,51.6,32.0,84,30.2,1.867,235,0,118,349,206
3C,1,Andhra Pradesh,96,35.7,0,2,69.5,52.4,76,43.0,0.844,119,0,11,42,206
3D,2,Tamil Nadu,41,6.6,0,0,61.2,40.4,25,33.5,0.208,92,0,8,186,206
3D,2,Maharashtra,101,19.5,2,0,94.0,61.7,157,52.6,1.308,262,0,53,61,205
3A,0,Gujarat,118,18.4,2,0,64.2,60.8,15,52.5,0.25,67,1,35,27,204
3C,1,Uttar Pradesh,256,105.0,0,1,66.2,78.0,70,83.8,0.778,154,1,97,93,203
3E,5,Tamil Nadu,84,42.6,0,0,48.0,35.2,53,16.5,1.178,136,0,25,354,202
3G,3,Madhya Pradesh,122,76.5,2,1,72.5,53.5,281,24.3,3.122,354,1,234,240,202
3D,2,Uttar Pradesh,149,52.2,1,1,78.7,52.9,78,97.5,0.65,273,0,45,42,202
3C,1,Gujarat,110,48.0,1,0,64.4,50.0,62,105.8,0.689,168,1,82,64,199
3D,2,Gujarat,114,23.4,0,0,55.9,32.5,21,42.5,0.175,106,0,80,244,198
3D,2,Andhra Pradesh,91,30.1,0,1,80.3,93.5,128,47.6,1.067,223,0,0,33,198
3A,0,Madhya Pradesh,58,9.0,2,1,49.9,49.1,32,29.0,0.533,61,1,54,53,198
3D,2,Gujarat,356,164.3,0,1,46.8,36.3,27,44.3,0.225,116,0,42,196,197
3E,5,Rajasthan,600,250.0,0,0,45.5,38.9,108,26.8,2.4,242,0,119,342,197
3G,3,Madhya Pradesh,100,27.8,1,0,37.7,51.0,169,22.7,1.878,237,1,262,385,195
3E,5,Maharashtra,180,93.4,0,0,64.6,55.7,154,11.3,3.422,210,0,0,250,195
3C,1,Andhra Pradesh,288,150.9,3,2,38.8,46.3,39,140.1,0.433,179,1,259,230,195
3H,4,Uttar Pradesh,91,44.7,0,0,58.8,44.4,47,23.7,0.783,142,0,47,325,195
3D,2,Madhya Pradesh,155,82.1,2,1,33.9,23.2,95,53.8,0.792,203,1,834,902,194
3D,2,Uttar Pradesh,627,421.1,0,1,66.2,49.8,169,77.6,1.408,324,1,253,199,194
3D,2,Uttar Pradesh,260,137.7,0,0,43.6,30.5,46,31.7,0.383,109,0,13,173,194
3A,0,Rajasthan,53,44.5,0,0,94.6,79.9,45,13.9,0.75,59,0,5,6,194
3G,3,Karnataka,374,204.0,0,0,73.2,57.8,23,120.1,0.256,383,0,89,65,193
3A,0,Andhra Pradesh,160,83.1,0,0,60.8,53.1,14,24.4,0.233,38,0,0,21,193
3D,2,Uttar Pradesh,48,27.4,0,0,58.6,57.5,57,85.9,0.475,229,0,120,161,191
3C,1,Uttar Pradesh,42,3.0,1,0,41.8,46.5,55,55.9,0.611,111,1,142,181,191
3H,4,Rajasthan,466,120.1,0,0,43.6,28.0,92,18.6,1.533,166,0,71,325,189
3C,1,Karnataka,121,36.3,0,0,47.6,37.1,10,61.0,0.111,71,0,18,96,188
3D,2,Karnataka,77,51.9,1,1,83.2,66.4,100,69.6,0.833,239,0,44,75,188
3C,1,Madhya Pradesh,220,62.1,1,1,51.6,43.9,42,85.6,0.467,128,1,248,270,187
3D,2,Rajasthan,669,139.0,0,0,68.2,23.1,47,51.7,0.392,150,0,38,157,187
3G,3,Uttar Pradesh,176,90.0,0,0,61.8,46.0,194,58.9,2.156,371,0,148,137,187
3A,0,Madhya Pradesh,111,66.7,1,0,61.4,38.5,22,27.7,0.367,50,1,34,44,186
3D,2,Rajasthan,88,25.3,1,0,50.9,66.6,146,34.3,1.217,215,0,96,151,186
3H,4,Gujarat,110,26.2,2,0,76.5,47.8,115,103.8,1.917,530,1,233,123,185
3D,2,Karnataka,53,26.7,0,0,61.8,50.4,60,47.4,0.5,155,0,53,168,184
3C,1,Tamil Nadu,137,75.8,2,0,64.5,61.6,36,56.5,0.4,93,0,30,87,184
3C,1,Rajasthan,732,324.9,0,1,72.5,54.4,26,67.5,0.289,93,0,0,54,184
3E,5,Karnataka,203,115.6,2,1,31.6,40.9,23,71.2,0.511,379,1,325,411,183
3A,0,Maharashtra,200,149.3,0,1,72.0,67.4,2,46.5,0.033,49,0,0,11,182
3C,1,Uttar Pradesh,175,74.9,1,0,48.4,37.9,30,42.0,0.333,72,0,27,105,182
3A,0,Uttar Pradesh,182,74.5,1,0,35.4,43.6,18,22.4,0.3,40,1,75,94,181
3A,0,Gujarat,431,293.5,1,0,39.4,53.8,12,18.4,0.2,30,1,33,62,181
3D,2,Uttar Pradesh,461,164.9,1,0,78.6,54.2,142,53.1,1.183,248,0,49,71,181
3C,1,Tamil Nadu,209,150.5,2,1,82.3,59.5,44,75.0,0.489,119,0,12,43,180
3E,5,Madhya Pradesh,29,11.0,0,0,56.9,39.7,234,11.3,5.2,291,0,13,187,180
3A,0,Tamil Nadu,18,18.9,0,1,68.5,75.0,16,32.4,0.267,48,0,9,20,178
3A,0,Maharashtra,529,95.6,0,1,81.2,68.5,33,19.2,0.55,52,0,1,9,177
3D,2,Maharashtra,127,43.1,2,0,52.6,51.5,58,33.3,0.483,125,0,32,177,177
3D,2,Madhya Pradesh,143,14.7,0,1,59.1,44.6,128,48.5,1.067,225,0,83,128,177
3E,5,Madhya Pradesh,148,21.0,1,0,59.2,39.8,81,62.9,1.8,395,0,229,299,176
3C,1,Maharashtra,31,13.8,1,0,50.8,42.9,42,49.0,0.467,91,0,33,92,176
3E,5,Maharashtra,480,251.0,0,0,42.3,34.4,33,28.2,0.733,174,0,74,365,176
3H,4,Karnataka,158,107.2,0,0,31.4,38.0,94,16.5,1.567,160,0,141,401,175
3A,0,Andhra Pradesh,246,65.5,0,0,56.1,32.5,8,8.2,0.133,16,0,4,48,175
3H,4,Madhya Pradesh,99,97.0,0,0,66.3,59.8,37,40.8,0.617,200,0,0,201,175
3C,1,Tamil Nadu,97,51.0,0,1,62.4,57.5,57,25.2,0.633,82,0,17,85,174
3H,4,Rajasthan,375,211.2,1,0,56.6,40.4,62,91.1,1.033,426,1,349,343,174
3C,1,Maharashtra,215,60.9,3,2,51.7,34.6,104,68.6,1.156,173,1,136,113,173
3G,3,Uttar Pradesh,64,12.6,2,0,71.6,57.4,86,85.0,0.956,341,0,22,41,172
3E,5,Maharashtra,69,33.1,0,0,51.0,40.7,88,33.9,1.956,258,1,272,480,171
3D,2,Rajasthan,45,22.6,0,0,67.6,47.2,16,59.3,0.133,135,0,8,143,170
3D,2,Madhya Pradesh,98,43.2,0,0,47.3,43.6,47,56.4,0.392,160,1,190,300,169
3C,1,Madhya Pradesh,123,38.0,1,0,59.4,47.3,52,64.6,0.578,117,0,47,80,169
3G,3,Uttar Pradesh,119,44.6,2,0,69.6,54.6,75,88.3,0.833,340,0,126,146,169
3G,3,Tamil Nadu,573,326.7,0,0,66.4,18.8,142,23.9,1.578,214,0,148,294,168
3A,0,Madhya Pradesh,288,101.2,1,1,45.5,31.0,11,9.1,0.183,20,0,11,51,167
3C,1,Andhra Pradesh,260,133.8,2,1,43.2,39.3,35,76.5,0.389,112,1,158,196,167
3G,3,Tamil Nadu,134,100.2,0,1,79.0,55.4,32,60.7,0.356,214,0,0,121,166
3C,1,Karnataka,557,120.8,0,1,92.6,51.5,28,110.2,0.311,138,0,8,20,165
3C,1,Andhra Pradesh,57,7.3,0,0,79.3,82.5,96,36.2,1.067,132,0,0,17,164
3A,0,Rajasthan,89,26.1,3,0,54.8,60.9,8,63.0,0.133,71,1,113,102,164
3H,4,Madhya Pradesh,117,14.2,0,0,70.9,54.3,90,39.1,1.5,247,0,44,217,163
3A,0,Andhra Pradesh,130,66.8,2,0,41.5,34.2,14,40.2,0.233,54,1,113,119,163
3G,3,Madhya Pradesh,721,157.7,0,0,53.4,40.1,54,31.3,0.6,148,0,69,281,163
3C,1,Andhra Pradesh,226,124.7,3,0,35.1,37.7,76,97.8,0.844,174,1,274,250,162
3A,0,Karnataka,58,45.7,0,0,70.0,40.3,20,11.8,0.333,32,0,3,31,162
3A,0,Uttar Pradesh,55,3.0,0,0,39.1,42.1,13,19.2,0.217,32,1,36,64,161
3C,1,Tamil Nadu,39,26.5,0,0,60.0,30.4,25,30.3,0.278,55,0,8,103,160
3G,3,Karnataka,143,3.0,1,0,55.3,28.1,52,70.5,0.578,264,1,279,375,160
3G,3,Rajasthan,136,26.3,1,1,71.9,40.3,252,71.9,2.8,468,1,359,252,159
3G,3,Uttar Pradesh,62,43.7,0,0,43.8,36.4,113,8.8,1.256,140,0,127,347,159
3A,0,Uttar Pradesh,142,78.8,0,1,94.6,82.6,10,38.7,0.167,49,0,1,12,158
3C,1,Uttar Pradesh,77,73.5,0,0,66.3,40.1,85,50.2,0.944,135,0,68,83,157
3E,5,Tamil Nadu,173,61.3,0,0,85.2,60.8,21,68.4,0.467,363,0,20,122,156
3A,0,Madhya Pradesh,103,58.5,1,0,45.3,46.3,13,12.6,0.217,26,1,34,69,156
3D,2,Rajasthan,84,3.0,1,1,64.5,38.9,79,58.7,0.658,196,0,57,131,156
3H,4,Maharashtra,199,148.2,1,0,57.8,28.7,144,54.4,2.4,362,0,193,252,155
3D,2,Andhra Pradesh,83,25.5,0,0,70.8,66.8,65,86.1,0.542,237,0,73,106,155
3A,0,Gujarat,140,84.1,2,1,29.4,40.6,5,32.7,0.083,38,1,106,128,155
3G,3,Andhra Pradesh,282,159.4,0,2,63.9,32.8,204,68.5,2.267,409,1,249,200,154
3A,0,Uttar Pradesh,219,75.9,1,3,59.9,23.3,63,11.1,1.05,74,1,125,111,154
3H,4,Madhya Pradesh,91,32.0,0,1,70.6,46.8,72,38.7,1.2,227,0,18,211,153
3H,4,Madhya Pradesh,734,180.1,3,0,45.6,38.5,233,32.8,3.883,364,1,291,347,152
3H,4,Karnataka,107,80.2,2,0,38.5,43.1,76,67.7,1.267,347,1,285,358,152
3C,1,Rajasthan,26,23.7,0,1,38.9,37.1,62,80.5,0.689,142,1,145,153,152
3C,1,Gujarat,72,34.3,0,0,34.2,36.0,33,31.7,0.367,65,0,73,158,151
3D,2,Gujarat,11,9.5,1,1,43.8,46.5,52,51.6,0.433,155,0,66,181,151
3E,5,Maharashtra,85,43.1,0,0,76.5,52.0,124,19.2,2.756,220,0,0,237,150
3D,2,Uttar Pradesh,294,99.5,0,0,48.1,30.8,12,44.5,0.1,101,0,0,166,150
3G,3,Tamil Nadu,155,61.6,0,1,50.0,57.6,8,36.2,0.089,117,0,65,309,149
3E,5,Gujarat,287,82.1,1,0,61.3,49.1,207,71.2,4.6,563,1,293,195,149
3A,0,Gujarat,122,41.8,0,0,66.9,73.4,27,15.3,0.45,42,0,4,22,149
3C,1,Andhra Pradesh,57,46.6,0,2,84.3,62.5,75,33.8,0.833,109,0,0,39,149
3G,3,Tamil Nadu,64,49.5,0,1,100.0,75.2,257,23.1,2.856,326,0,6,40,148
3C,1,Uttar Pradesh,527,205.3,1,0,67.0,53.2,22,52.6,0.244,75,0,0,73,148
3G,3,Tamil Nadu,260,113.5,2,1,53.6,23.0,25,84.0,0.278,277,1,255,338,147
3H,4,Maharashtra,51,4.2,3,1,69.6,68.3,153,96.2,2.55,538,1,417,299,146
3G,3,Maharashtra,20,33.4,0,0,38.7,50.2,52,33.1,0.578,151,0,115,324,145
3C,1,Andhra Pradesh,36,29.1,0,0,63.7,62.5,18,56.5,0.2,74,0,0,73,145
3C,1,Tamil Nadu,135,66.3,0,0,54.5,48.8,39,6.7,0.433,46,0,1,105,145
3G,3,Rajasthan,729,254.1,0,0,67.2,60.5,60,36.0,0.667,168,0,6,198,144
3C,1,Karnataka,225,136.7,0,0,81.5,93.8,18,117.8,0.2,136,0,9,23,144
3C,1,Uttar Pradesh,63,33.2,0,0,63.0,53.1,24,77.6,0.267,102,0,29,77,144
3E,5,Karnataka,166,77.3,0,0,73.7,56.4,100,48.6,2.222,343,0,13,135,143
3H,4,Karnataka,102,42.1,0,0,70.0,74.3,266,22.6,4.433,356,0,132,196,143
3A,0,Uttar Pradesh,127,17.5,0,0,69.6,52.3,20,17.2,0.333,37,0,4,27,142
3A,0,Uttar Pradesh,334,170.0,0,0,57.1,41.4,47,13.3,0.783,60,0,30,29,142
3H,4,Andhra Pradesh,159,41.6,0,0,31.4,32.1,57,22.4,0.95,147,0,128,402,142
3C,1,Gujarat,94,34.0,1,0,78.2,84.0,121,24.6,1.344,146,0,15,19,141
3G,3,Madhya Pradesh,83,58.7,0,0,61.5,49.4,176,18.4,1.956,231,0,50,179,140
3D,2,Tamil Nadu,659,267.2,1,1,47.1,44.4,82,42.7,0.683,167,1,147,249,140
3D,2,Andhra Pradesh,205,63.0,0,0,59.7,56.9,239,8.6,1.992,256,1,149,163,139
3A,0,Madhya Pradesh,227,64.6,1,0,42.8,34.8,24,9.7,0.4,34,1,40,67,137
3D,2,Gujarat,98,58.4,1,1,70.3,68.7,53,108.6,0.442,270,0,67,67,137
3G,3,Karnataka,22,3.0,0,1,46.7,43.1,62,16.7,0.689,112,0,17,265,137
3G,3,Karnataka,325,130.2,3,0,62.7,34.0,254,65.6,2.822,451,1,554,463,137
3C,1,Uttar Pradesh,131,25.9,0,0,54.2,47.1,24,40.0,0.267,64,0,15,101,137
3E,5,Karnataka,52,6.4,1,0,53.1,65.5,110,47.2,2.444,346,0,128,248,136
3G,3,Gujarat,384,136.4,0,0,39.9,33.5,38,25.3,0.422,114,0,57,303,136
3H,4,Karnataka,579,197.1,1,0,84.5,59.3,290,18.4,4.833,363,0,138,194,136
3D,2,Uttar Pradesh,43,16.6,0,0,77.3,59.7,131,17.1,1.092,165,0,14,119,136
3A,0,Rajasthan,130,85.9,0,0,84.5,82.9,6,49.9,0.1,56,0,3,8,135
3D,2,Tamil Nadu,557,243.1,3,2,42.9,29.6,63,106.4,0.525,276,1,357,351,135
3C,1,Maharashtra,53,12.2,3,0,28.2,34.7,38,78.0,0.422,116,1,223,257,135
3H,4,Karnataka,124,62.8,2,0,42.7,16.0,7,32.9,0.117,139,0,116,398,135
3C,1,Rajasthan,114,61.9,1,0,47.9,40.7,6,110.9,0.067,117,1,102,135,135
3E,5,Tamil Nadu,150,64.8,0,0,58.9,28.3,85,20.3,1.889,187,0,41,319,133
3E,5,Andhra Pradesh,407,212.6,1,2,53.1,48.5,286,13.9,6.356,355,1,298,407,133
3E,5,Rajasthan,233,169.6,0,0,54.0,35.5,135,2.4,3.0,147,0,1,319,133
3C,1,Rajasthan,91,53.6,0,0,67.7,59.3,14,56.3,0.156,70,0,12,91,132
3A,0,Rajasthan,29,16.5,0,0,63.4,44.1,13,33.5,0.217,46,0,16,29,132
3A,0,Maharashtra,87,56.7,1,0,72.7,76.5,35,29.4,0.583,64,0,16,12,132
3A,0,Karnataka,280,144.0,2,1,78.7,47.6,29,34.3,0.483,63,0,19,15,132
3D,2,Karnataka,41,6.2,0,0,64.0,41.5,32,42.7,0.267,117,0,0,138,131
3C,1,Tamil Nadu,137,29.9,4,1,38.6,54.0,150,27.3,1.667,177,1,250,223,131
3G,3,Rajasthan,55,3.0,0,2,51.9,41.0,78,40.5,0.867,200,0,88,248,130
3C,1,Gujarat,179,52.7,0,2,65.4,56.9,118,76.9,1.311,195,1,79,34,130
3C,1,Maharashtra,130,72.6,1,1,60.9,55.0,36,65.5,0.4,101,0,36,85,129
3A,0,Madhya Pradesh,56,24.7,0,0,47.9,46.0,9,13.5,0.15,22,0,5,43,128
3A,0,Maharashtra,370,155.7,1,0,81.3,66.7,21,32.6,0.35,54,0,4,10,128
3A,0,Madhya Pradesh,204,151.4,2,2,78.9,62.7,22,50.1,0.367,72,1,39,27,126
3D,2,Rajasthan,640,367.8,0,0,46.1,18.9,37,31.0,0.308,99,0,48,219,126
3C,1,Maharashtra,316,187.9,0,0,90.7,67.1,102,76.7,1.133,179,0,55,27,125
3G,3,Gujarat,41,3.0,2,0,69.4,69.4,134,96.8,1.489,424,1,275,210,125
3E,5,Gujarat,74,38.9,2,0,51.8,60.2,144,49.4,3.2,391,1,364,438,124
3C,1,Gujarat,435,194.7,0,2,72.3,58.1,41,81.7,0.456,123,0,22,49,124
3C,1,Maharashtra,216,61.8,1,0,63.4,42.0,60,21.2,0.667,81,0,41,110,124
3D,2,Gujarat,129,63.7,0,0,97.2,75.9,77,79.9,0.642,237,0,0,30,123
3A,0,Andhra Pradesh,183,114.4,1,0,91.0,53.8,30,40.6,0.5,71,0,24,13,122
3A,0,Tamil Nadu,55,4.2,2,0,53.1,56.7,33,7.6,0.55,41,0,14,34,122
3G,3,Rajasthan,22,3.0,1,1,76.2,71.4,163,43.1,1.811,292,0,43,110,122
3A,0,Tamil Nadu,96,66.4,0,0,63.7,51.2,5,30.7,0.083,36,0,4,29,121
3H,4,Maharashtra,401,193.5,0,0,50.7,36.2,32,43.8,0.533,207,0,126,339,121
3C,1,Madhya Pradesh,250,157.0,2,1,78.2,51.1,137,27.3,1.522,164,0,39,24,121
3H,4,Andhra Pradesh,143,76.9,0,0,95.7,71.2,19,89.3,0.317,376,0,0,33,120
3D,2,Tamil Nadu,67,46.2,0,0,65.0,49.6,88,43.7,0.733,175,0,37,131,120
3D,2,Uttar Pradesh,145,50.7,0,1,65.5,50.2,63,36.2,0.525,135,0,0,135,120
3E,5,Andhra Pradesh,25,3.0,0,1,53.1,27.7,122,31.1,2.711,278,0,185,372,120
3G,3,Gujarat,148,70.6,0,1,85.9,49.4,138,69.6,1.533,347,0,51,64,119
3E,5,Andhra Pradesh,225,80.3,0,0,50.4,39.4,84,28.3,1.867,225,0,17,257,119
3D,2,Andhra Pradesh,247,137.9,1,0,46.3,27.1,25,63.0,0.208,151,1,145,264,119
3C,1,Rajasthan,256,92.3,2,1,44.5,35.5,59,46.6,0.656,106,1,124,168,118
3H,4,Andhra Pradesh,221,143.9,0,0,68.3,42.5,19,46.4,0.317,205,0,0,202,117
3C,1,Madhya Pradesh,92,43.9,0,1,75.5,55.1,52,83.6,0.578,136,0,20,34,116
3D,2,Uttar Pradesh,133,38.0,2,0,50.3,49.2,110,42.4,0.917,195,0,108,183,115
3D,2,Madhya Pradesh,212,59.4,0,0,38.2,29.5,80,36.5,0.667,153,1,370,487,114
3H,4,Andhra Pradesh,351,176.9,0,1,45.6,49.5,79,15.7,1.317,142,0,7,285,114
3D,2,Maharashtra,121,54.8,0,0,56.1,67.4,66,54.7,0.55,175,0,50,144,114
3C,1,Uttar Pradesh,106,73.5,0,0,65.5,54.1,49,36.4,0.544,85,0,2,67,114
3C,1,Andhra Pradesh,85,25.0,1,0,59.4,37.6,21,30.4,0.233,51,0,21,120,114
3A,0,Andhra Pradesh,115,64.4,1,0,58.7,85.6,16,36.2,0.267,52,0,8,15,114
3C,1,Maharashtra,214,29.9,3,0,73.2,60.5,99,93.0,1.1,192,1,99,57,114
3D,2,Tamil Nadu,420,200.7,0,0,42.6,25.1,7,66.7,0.058,140,0,129,259,113
3E,5,Andhra Pradesh,158,65.8,2,2,54.4,31.4,279,69.3,6.2,626,1,533,372,113
3A,0,Gujarat,37,16.1,0,0,39.7,37.8,15,5.8,0.25,21,0,15,55,113
3A,0,Maharashtra,191,33.3,1,1,79.6,60.8,32,20.4,0.533,52,0,13,21,113
3G,3,Andhra Pradesh,218,108.1,1,3,39.1,39.8,192,41.6,2.133,317,1,587,630,112
3A,0,Gujarat,117,39.0,1,1,30.8,29.5,9,13.2,0.15,22,0,18,56,112
3D,2,Karnataka,215,94.0,0,0,77.3,59.3,110,70.8,0.917,252,0,44,62,111
3A,0,Maharashtra,125,114.5,1,1,55.3,59.9,3,43.3,0.05,46,0,18,32,109
3E,5,Rajasthan,396,197.8,2,3,77.7,78.0,298,46.2,6.622,529,0,117,52,109
3D,2,Rajasthan,107,59.7,1,1,87.5,46.9,37,87.9,0.308,213,0,17,74,109
3D,2,Uttar Pradesh,66,60.9,2,0,75.7,72.2,103,108.4,0.858,320,0,134,84,108
3C,1,Uttar Pradesh,113,62.2,2,0,59.4,40.4,22,129.6,0.244,152,1,139,138,108
3H,4,Madhya Pradesh,218,116.7,1,0,52.6,32.0,58,40.5,0.967,220,0,84,284,106
3A,0,Tamil Nadu,216,128.9,2,1,67.9,54.1,30,50.9,0.5,81,1,64,43,106
3C,1,Tamil Nadu,137,78.7,1,0,61.6,52.2,17,84.1,0.189,101,0,16,65,104
3D,2,Rajasthan,104,21.9,1,1,35.7,32.4,44,42.0,0.367,128,1,175,317,103
3H,4,Maharashtra,101,56.6,1,1,51.6,54.7,209,67.0,3.483,477,1,563,506,103
3D,2,Maharashtra,98,45.9,1,0,68.7,49.8,139,33.9,1.158,207,0,25,88,103
3A,0,Maharashtra,186,78.0,1,1,54.5,62.7,31,41.1,0.517,72,0,18,6,102
3H,4,Maharashtra,184,75.7,1,0,71.0,45.5,250,50.9,4.167,454,0,191,157,102
3A,0,Madhya Pradesh,89,45.4,0,1,54.0,34.6,30,7.3,0.5,37,1,30,53,102
3A,0,Karnataka,102,37.6,1,0,73.4,73.1,17,36.0,0.283,53,0,9,16,101
3A,0,Rajasthan,128,79.9,1,1,72.0,56.6,50,12.8,0.833,63,0,10,7,100
3H,4,Maharashtra,41,23.6,1,0,64.7,76.0,240,46.7,4.0,427,0,74,67,100
3A,0,Madhya Pradesh,57,53.1,1,1,56.8,54.6,14,45.0,0.233,59,1,65,66,100
3A,0,Rajasthan,81,17.7,0,0,42.1,38.3,8,12.8,0.133,21,0,11,50,99
3G,3,Maharashtra,113,68.0,1,3,55.5,55.6,227,65.5,2.522,424,1,426,362,98
3C,1,Rajasthan,85,65.7,1,2,75.9,66.5,112,21.7,1.244,134,0,41,57,98
